11-Mar-09,"$6,000"
18-Mar-09,"$6,000"
25-Mar-09,"$7,667"
1-Apr-09,"$9,333"
8-Apr-09,"$8,333"
15-Apr-09,"$6,667"
22-Apr-09,"$5,333"
29-Apr-09,"$4,167"
6-May-09,"$4,167"
13-May-09,"$4,167"
20-May-09,"$4,167"
27-May-09,"$5,333"
3-Jun-09,"$4,667"
10-Jun-09,"$3,500"
17-Jun-09,"$3,500"
24-Jun-09,"$3,500"
1-Jul-09,"$3,500"
8-Jul-09,"$9,500"
15-Jul-09,"$10,333"
22-Jul-09,"$8,500"
29-Jul-09,"$7,667"
5-Aug-09,"$6,833"
12-Aug-09,"$6,833"
19-Aug-09,"$6,833"
26-Aug-09,"$6,833"
2-Sep-09,"$8,000"
9-Sep-09,"$8,667"
16-Sep-09,"$8,667"
23-Sep-09,"$12,000"
30-Sep-09,"$12,000"
7-Oct-09,"$12,000"
14-Oct-09,"$10,000"
21-Oct-09,"$10,000"
28-Oct-09,"$10,000"
4-Nov-09,"$10,000"
11-Nov-09,"$5,333"
18-Nov-09,"$5,333"
25-Nov-09,"$6,000"
2-Dec-09,"$10,167"
9-Dec-09,"$10,167"
16-Dec-09,"$10,167"
23-Dec-09,"$10,167"
30-Dec-09,#N/A
6-Jan-10,"$10,167"
13-Jan-10,"$10,167"
20-Jan-10,"$8,500"
27-Jan-10,"$8,833"
3-Feb-10,"$7,500"
10-Feb-10,"$7,500"
17-Feb-10,"$7,500"
24-Feb-10,"$7,500"
3-Mar-10,"$6,500"
10-Mar-10,"$6,500"
17-Mar-10,"$10,667"
24-Mar-10,"$10,333"
31-Mar-10,#N/A
7-Apr-10,"$11,667"
14-Apr-10,"$11,667"
21-Apr-10,"$12,833"
28-Apr-10,"$14,000"
5-May-10,"$16,000"
12-May-10,"$17,667"
19-May-10,"$16,167"
26-May-10,"$20,000"
2-Jun-10,"$20,000"
9-Jun-10,"$30,000"
16-Jun-10,"$30,000"
23-Jun-10,"$30,000"
30-Jun-10,"$29,667"
7-Jul-10,"$25,833"
14-Jul-10,"$21,667"
21-Jul-10,"$20,333"
28-Jul-10,"$18,000"
4-Aug-10,"$18,000"
11-Aug-10,"$14,667"
18-Aug-10,"$14,667"
25-Aug-10,"$16,000"
1-Sep-10,"$16,000"
8-Sep-10,"$16,667"
15-Sep-10,"$15,000"
22-Sep-10,"$16,000"
29-Sep-10,"$16,000"
6-Oct-10,"$16,000"
13-Oct-10,"$18,167"
20-Oct-10,"$20,667"
27-Oct-10,"$20,833"
3-Nov-10,"$20,833"
10-Nov-10,"$22,000"
17-Nov-10,"$30,000"
24-Nov-10,"$32,000"
1-Dec-10,"$32,000"
8-Dec-10,"$27,000"
15-Dec-10,"$21,000"
22-Dec-10,"$19,167"
29-Dec-10,"$18,000"
5-Jan-11,"$17,000"
12-Jan-11,"$15,667"
19-Jan-11,"$17,333"
26-Jan-11,"$19,333"
2-Feb-11,"$15,000"
9-Feb-11,"$11,667"
16-Feb-11,"$11,667"
23-Feb-11,"$15,000"
2-Mar-11,"$18,333"
9-Mar-11,"$18,833"
16-Mar-11,"$22,333"
23-Mar-11,"$27,000"
30-Mar-11,"$27,000"
6-Apr-11,"$20,667"
13-Apr-11,"$21,000"
20-Apr-11,#N/A
27-Apr-11,"$29,500"
4-May-11,"$23,333"
11-May-11,"$17,667"
18-May-11,"$14,000"
25-May-11,"$13,667"
1-Jun-11,"$11,167"
8-Jun-11,"$11,167"
15-Jun-11,"$11,167"
22-Jun-11,"$12,667"
29-Jun-11,"$16,000"
6-Jul-11,"$18,333"
13-Jul-11,"$23,667"
20-Jul-11,"$24,000"
27-Jul-11,"$35,333"
3-Aug-11,"$35,667"
10-Aug-11,"$35,667"
17-Aug-11,"$40,000"
24-Aug-11,"$40,000"
31-Aug-11,"$38,000"
7-Sep-11,"$39,667"
14-Sep-11,"$43,333"
21-Sep-11,"$44,000"
28-Sep-11,"$44,667"
5-Oct-11,"$48,000"
12-Oct-11,"$53,000"
19-Oct-11,"$53,333"
26-Oct-11,"$50,333"
2-Nov-11,"$50,000"
9-Nov-11,"$44,000"
16-Nov-11,"$44,000"
23-Nov-11,"$41,667"
30-Nov-11,"$38,333"
7-Dec-11,"$32,667"
14-Dec-11,"$32,667"
21-Dec-11,"$15,000"
28-Dec-11,#N/A
4-Jan-12,"$10,833"
11-Jan-12,"$6,167"
18-Jan-12,"$8,000"
25-Jan-12,"$8,000"
1-Feb-12,"$11,000"
8-Feb-12,"$11,000"
15-Feb-12,"$13,000"
22-Feb-12,"$13,167"
29-Feb-12,#N/A
7-Mar-12,"$13,167"
14-Mar-12,"$12,833"
21-Mar-12,"$11,000"
28-Mar-12,"$11,000"
4-Apr-12,#N/A
11-Apr-12,"$10,667"
18-Apr-12,"$11,000"
25-Apr-12,"$26,000"
2-May-12,"$32,000"
9-May-12,"$38,667"
16-May-12,#N/A
23-May-12,"$44,000"
30-May-12,"$42,500"
6-Jun-12,"$45,833"
13-Jun-12,"$46,667"
20-Jun-12,"$47,667"
27-Jun-12,"$48,333"
4-Jul-12,"$45,000"
11-Jul-12,"$48,333"
18-Jul-12,"$48,833"
25-Jul-12,"$48,167"
1-Aug-12,"$45,667"
8-Aug-12,"$48,833"
15-Aug-12,"$51,667"
22-Aug-12,"$51,167"
29-Aug-12,"$49,833"
5-Sep-12,"$41,000"
12-Sep-12,"$38,000"
19-Sep-12,"$38,000"
26-Sep-12,"$34,833"
3-Oct-12,"$32,440"
10-Oct-12,"$32,440"
17-Oct-12,"$20,167"
24-Oct-12,"$12,862"
31-Oct-12,"$8,500"
7-Nov-12,"$16,667"
14-Nov-12,"$18,333"
21-Nov-12,"$18,333"
28-Nov-12,"$16,167"
5-Dec-12,"$10,000"
12-Dec-12,"$10,000"
19-Dec-12,"$14,433"
26-Dec-12,#N/A
2-Jan-13,"$13,000"
9-Jan-13,"$10,000"
16-Jan-13,"$10,000"
23-Jan-13,"$9,333"
30-Jan-13,"$9,667"
6-Feb-13,"$10,000"
13-Feb-13,"$9,667"
20-Feb-13,"$15,167"
27-Feb-13,"$15,167"
6-Mar-13,"$15,833"
13-Mar-13,"$15,000"
20-Mar-13,"$12,500"
27-Mar-13,#N/A
3-Apr-13,"$10,167"
10-Apr-13,"$12,833"
17-Apr-13,"$13,000"
24-Apr-13,"$17,333"
1-May-13,#N/A
8-May-13,"$38,667"
15-May-13,"$34,000"
22-May-13,"$41,667"
29-May-13,"$41,667"
5-Jun-13,"$44,000"
12-Jun-13,"$47,667"
19-Jun-13,"$56,833"
26-Jun-13,"$57,667"
3-Jul-13,"$55,833"
10-Jul-13,"$50,000"
17-Jul-13,"$43,333"
24-Jul-13,"$48,000"
31-Jul-13,"$52,667"
7-Aug-13,"$55,000"
14-Aug-13,"$53,667"
21-Aug-13,"$55,000"
28-Aug-13,"$56,333"
4-Sep-13,"$52,500"
11-Sep-13,"$51,167"
18-Sep-13,"$48,167"
25-Sep-13,"$43,333"
2-Oct-13,"$38,333"
9-Oct-13,"$40,833"
16-Oct-13,"$39,833"
23-Oct-13,"$38,333"
30-Oct-13,"$36,667"
6-Nov-13,"$35,000"
13-Nov-13,"$37,667"
20-Nov-13,"$37,333"
27-Nov-13,"$39,000"
4-Dec-13,"$35,667"
11-Dec-13,"$27,000"
18-Dec-13,"$21,400"
25-Dec-13,"$21,400"
1-Jan-14,"$33,467"
8-Jan-14,"$34,500"
15-Jan-14,"$38,000"
22-Jan-14,"$36,833"
29-Jan-14,"$28,333"
5-Feb-14,"$25,333"
12-Feb-14,"$24,500"
19-Feb-14,"$53,000"
26-Feb-14,"$17,500"
5-Mar-14,"$19,667"
12-Mar-14,"$27,167"
19-Mar-14,"$53,000"
26-Mar-14,"$60,000"
2-Apr-14,"$76,667"
9-Apr-14,"$90,667"
16-Apr-14,"$100,000"
23-Apr-14,"$103,333"
30-Apr-14,"$93,333"
7-May-14,"$76,667"
14-May-14,"$61,667"
21-May-14,"$54,667"
28-May-14,"$58,333"
4-Jun-14,"$83,333"
11-Jun-14,"$83,333"
18-Jun-14,"$96,667"
25-Jun-14,"$104,167"
2-Jul-14,"$104,167"
9-Jul-14,"$104,167"
16-Jul-14,"$108,333"
23-Jul-14,"$108,333"
30-Jul-14,"$103,333"
6-Aug-14,"$95,000"
13-Aug-14,"$86,667"
20-Aug-14,"$81,000"
27-Aug-14,"$80,333"
3-Sep-14,"$78,333"
10-Sep-14,"$85,333"
17-Sep-14,"$86,667"
24-Sep-14,"$84,333"
1-Oct-14,"$80,000"
8-Oct-14,"$70,000"
15-Oct-14,"$79,333"
22-Oct-14,"$83,333"
29-Oct-14,"$66,667"
5-Nov-14,"$73,333"
12-Nov-14,"$73,333"
19-Nov-14,"$68,333"
26-Nov-14,"$65,667"
3-Dec-14,"$59,833"
10-Dec-14,"$59,167"
17-Dec-14,"$55,767"
24-Dec-14,#N/A
31-Dec-14,#N/A
7-Jan-15,"$47,667"
14-Jan-15,"$47,667"
21-Jan-15,#N/A
28-Jan-15,#N/A
4-Feb-15,"$76,167"
11-Feb-15,"$81,000"
18-Feb-15,"$89,333"
25-Feb-15,"$89,667"
4-Mar-15,"$85,333"
11-Mar-15,"$90,000"
18-Mar-15,"$92,000"
25-Mar-15,"$80,833"
1-Apr-15,#N/A
8-Apr-15,"$65,000"
15-Apr-15,"$68,333"
22-Apr-15,"$79,500"
